,Property_keywords,bedrooms,bathrooms,area,prices,locations,property_types,Latitude,Longitude
2734,Modern Villa | Family-Oriented | Fully Furnished,3,4,"1,208 sqft","8,990","Albizia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Villa,24.9836964,55.37853
2735,Next to Marina Metro - Upgraded Furnished Studio,Studio,1,400 sqft,"5,500","Marina Diamond 2, Marina Diamonds, Dubai Marina, Dubai",Apartment,25.0687372,55.13348790000001
2736,Price reduced !!! Murjan 5- captivating 02 BR Apartment in Murjan 5- JBR,2,2,"1,943 sqft","8,899","Murjan 5, Murjan, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0819162,55.1403809
2737,Full Marina View | Luxurious | Huge,3,4,"1,811 sqft","20,000","Marina Gate 2, Marina Gate, Dubai Marina, Dubai",Apartment,25.0867931,55.1475512
2738,Huge | Pool and Gym Access | Bright,1,1,712 sqft,"9,000","Studio One Tower, Dubai Marina, Dubai",Apartment,25.0691036,55.1289728
2739,Modern Villa | Family-Oriented | Fully Furnished,3,4,"1,208 sqft","8,990","Albizia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Villa,24.9836964,55.37853
2740,Next to Marina Metro - Upgraded Furnished Studio,Studio,1,400 sqft,"5,500","Marina Diamond 2, Marina Diamonds, Dubai Marina, Dubai",Apartment,25.0687372,55.13348790000001
2741,Early Booker Deal | Flexi Lease | High Quality 1 Bed,1,1,750 sqft,"8,500","Al Alka 3, Al Alka, The Greens, Dubai",Apartment,25.0905064,55.17540109999999
2742,"Close to Dubai Mall & Burj Khalifa view !! Luxury 2BR in Burj Royale, Downtown",2,2,"1,035 sqft","12,499","Burj Royale, Downtown Dubai, Dubai",Apartment,25.1916802,55.2801754
2743,Bills Free | Full Furnished | High Floor | Canal View,1,2,"1,408 sqft","10,999","D1 Tower, Culture Village, Dubai",Apartment,25.2269339,55.34352999999999
2744,No Commission | All Bills Included | Summer offer,1,2,938 sqft,"5,500","Golden Wood Views, JVT District 3, Jumeirah Village Triangle (JVT), Dubai",Apartment,25.0401649,55.1824056
2745,Furnished Studio | City View | DIFC,Studio,1,750 sqft,"8,500","Central Park Residence Tower, Central Park Towers, DIFC, Dubai",Apartment,25.2067366,55.275316
2746,Beautiful Skyline | Sea and Burj Khalifa View | Luxe,1,1,785 sqft,"9,000","The Grand, Dubai Creek Harbour, Dubai",Apartment,25.209088,55.3434709
2747,Burj Khalifa View | Fully Furnished | Modern Amenities,Studio,1,549 sqft,"5,999","Millennium Binghatti Residences, Business Bay, Dubai",Apartment,25.1805314,55.2689479
2748,Sea View | Two Bedroom Apartment | Beach Access | No Commission,2,3,"2,245 sqft","18,500","Anantara Residences - South, Anantara Residences, Palm Jumeirah, Dubai",Apartment,25.1313252,55.1529958
2749,Feel the pulse of the city just outside your front door.,Studio,1,484 sqft,"2,500","X-04, England Cluster, International City, Dubai",Apartment,25.1736832,55.4049437
2750,Grad your deal today!! Excellent Studio Apt in Damac Hills- Artesia Tower C,Studio,1,461 sqft,"4,499","Artesia C, Artesia, DAMAC Hills, Dubai",Apartment,25.0198906,55.2451979
2751,Spacious 1BR Apartment at Azizi Riviera,1,1,800 sqft,"7,500","Azizi Riviera 4, Azizi Riviera, Meydan One, Meydan City, Dubai",Apartment,25.1734161,55.3076972
2752,All bills included || Stunning New Apt with Breathtaking Views in Sobha Creek Vista Reserve,1,1,527 sqft,"6,950","Creek Vistas Reserve, Sobha Hartland, Dubai",Apartment,25.1769069,55.3107258
2753,Marina Views | Great location | Pool & Gym,1,1,906 sqft,"13,750","The Address Dubai Marina (Mall Hotel), Dubai Marina, Dubai",Apartment,25.0771646,55.1405298
2754,FREE TICKETS SUMMER SALE: Brand New 2BR - All Bills Included,2,2,796 sqft,"10,000","Sobha Creek Vistas Tower B, Sobha Creek Vistas, Sobha Hartland, Dubai",Apartment,25.178171,55.31345630000001
2755,Modern Furnished | Best Amenities | Convenient Location,1,2,747 sqft,"6,999","Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0562234,55.2039177
2756,"FREE TICKETS SUMMER SALE: Simply Stunning 1BR in Creek Gate, Creek View | NO COMMISSION",1,1,721 sqft,"8,000","Creek Gate Tower 1, Creek Gate, Dubai Creek Harbour, Dubai",Apartment,25.2064112,55.3471756
2757,FREE TICKETS SUMMER SALE: 1BR near Dubai Airport,1,1,905 sqft,"6,000","Al Multaqa Avenue, Mirdif Hills, Mirdif, Dubai",Apartment,25.2224975,55.44126019999999
2758,Opulent Bright 1BR|Creekside 18A|Dubai Creek Harbour,1,1,674 sqft,"6,899","Creekside 18 Tower A, Creekside 18, Dubai Creek Harbour, Dubai",Apartment,25.2044563,55.3451087
2759,Upgraded Kitchen | Modern Interior | Large Layout,1,1,727 sqft,"6,999","Marina Diamond 3, Marina Diamonds, Dubai Marina, Dubai",Apartment,25.0815572,55.1472431
2760,Garden View | Huge unit | Lavish,2,2,"1,354 sqft","13,000","Una Riverside Residence, Una, The Greens, Dubai",Apartment,25.0920718,55.1713892
2761,3BDR Apartment + Maid Room / Burj Khalifa View,3,5,"2,090 sqft","28,000","Marquise Square, Business Bay, Dubai",Apartment,25.1850643,55.27587699999999
2762,Spacious layout | With balcony | Utility bills included,1,1,689 sqft,"5,499","Mudon Views, Mudon, Dubai",Apartment,25.0235058,55.2650941
2763,FREE TICKETS SUMMER SALE: Chic and Modern 2BR in Wasl Gate,2,2,745 sqft,"7,000","The Nook 1, The Nook, Wasl Gate, Dubai",Apartment,25.0239416,55.1053193
2764,FREE TICKETS SUMMER SALE:  Amazing 2BR with Full Marina View | NO COMMISSION,2,2,"1,326 sqft","11,000","Iris Blue, Dubai Marina, Dubai",Apartment,25.0851904,55.14474019999999
2765,FREE TICKETS SUMMER SALE:  Spectacular 1BR in Creek Harbour,1,1,673 sqft,"7,500","Creekside 18 Tower B, Creekside 18, Dubai Creek Harbour, Dubai",Apartment,25.2044563,55.3451087
2766,Pool & Gym | Fully Furnished | Great Location,3,2,"1,480 sqft","19,250","Creek Gate Tower 1, Creek Gate, Dubai Creek Harbour, Dubai",Apartment,25.2064112,55.3471756
2767,"Cozy Studio in elite residence, Business bay- Burj Khalifa view",Studio,1,479 sqft,"6,000","Elite Business Bay Residence, Business Bay, Dubai",Apartment,25.1799797,55.2659768
2768,Canal View | Weekly Cleaning | Bills Included,1,1,"1,148 sqft","9,250","The Pad, Business Bay, Dubai",Apartment,25.1848061,55.2818955
2769,SUMMER OFFER !! | MARINA VIEWS | CLOSE TO THE BEACH,2,3,"1,475 sqft","9,999","JAM Marina Residence, Dubai Marina, Dubai",Apartment,25.0809096,55.14043059999999
2770,Beautiful 1 BDR / Private Garden/Downtown,1,1,733 sqft,"13,000","Yansoon 7, Yansoon, Old Town, Downtown Dubai, Dubai",Apartment,25.191881,55.2788915
2771,Spacious | Studio | Pool and Gym Access,Studio,1,501 sqft,"4,500","O2 Tower, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0466655,55.2053
2772,Modren Living in Top Location at Damac Hills,Studio,1,406 sqft,"4,200","Carson Tower C, Carson - The Drive, DAMAC Hills, Dubai",Apartment,25.0254132,55.24445960000001
2773,Exclusive area | Fully furnished | All bills included,2,2,"1,950 sqft","15,500","Marina Residences 6, Marina Residences, Palm Jumeirah, Dubai",Apartment,25.1159603,55.1396084
2774,Elegant  5BDR villa + Maid Room in Dubai Marina,5,4,"4,965 sqft","38,000","Mesk Yass Anbar, Dubai Marina, Dubai",Villa,25.0841574,55.14857749999999
2775,FREE TICKETS SUMMER SALE: Luxurious & Elegant 1BR with Splendid Views in Al Meydan,1,1,532 sqft,"6,500","Creek Vistas Reserve, Sobha Hartland, Dubai",Apartment,25.1769069,55.3107258
2776,Torch Tower Marina Views | No Commission | Free Cleaning,1,1,978 sqft,"6,999","The Torch, Dubai Marina, Dubai",Apartment,25.087942,55.14750000000001
2777,No commission | Bills included | Luxury 2 bed | Beach Access,2,3,"1,551 sqft","12,500","Al Shahla, Shoreline Apartments, Palm Jumeirah, Dubai",Apartment,25.1086359,55.1465079
2778,Prime Burj Khalifa View Apt w/ Dubai Canal Access,2,2,"1,342 sqft","18,000","Marquise Square, Business Bay, Dubai",Apartment,25.1850643,55.27587699999999
2779,Fully Furnished | Private Garden | Family-Oriented Villa,3,4,"1,208 sqft","10,999","Basswood, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Villa,24.9803384,55.3805512
2780,Amazing Spacious 2BR | Dubai Gate 2 | JLT,2,2,962 sqft,"8,999","New Dubai Gate 2, JLT Cluster A, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0656246,55.1376021
2781,Breathtaking views of Palm Jumeirah | Private Beach Access,3,4,"2,097 sqft","16,999","Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai",Apartment,25.0975842,55.1399019
2782,Star Boulevard - Luxury Downtown with Large Patio,1,2,"1,182 sqft","11,000","Kamoon 3, Kamoon, Old Town, Downtown Dubai, Dubai",Apartment,25.1900103,55.273397
2783,No commission | All bills included | Spacious,1,1,"1,438 sqft","6,499","Al Arta 2, Al Arta, The Greens, Dubai",Apartment,25.0906344,55.1740201
2784,Luxury Palm Apartment with Beach & Sea View,2,3,"2,196 sqft","14,000","Balqis Residence, Kingdom Of Sheba, Palm Jumeirah, Dubai",Apartment,25.1201405,55.1103761
2785,Pristine Apartment | Versatile Location | Modern Furniture,2,2,"1,441 sqft","12,999","Al Ghozlan 4, Al Ghozlan, The Greens, Dubai",Apartment,25.0913813,55.1741657
2786,FREE TICKETS SUMMER SALE: Stylishly Designed 1BR in Al Meydan,1,1,533 sqft,"7,000","Creek Vistas Reserve, Sobha Hartland, Dubai",Apartment,25.1769069,55.3107258
2787,FREE TICKETS SUMMER SALE: Splendid 1BR in Dubai Hills Estate,1,1,650 sqft,"8,000","Executive Residences 2, Executive Residences, Dubai Hills Estate, Dubai",Apartment,25.1123419,55.2480894
2788,*NO COMMISSION* Brand new and Luxurious 1BHK @5999 with Bills,1,2,790 sqft,"5,999","Farishta Azizi, Al Furjan, Dubai",Apartment,25.0241966,55.139183
2789,Luxurious 1 BR in Palm Tower | All Bills Inclusive,1,2,"1,109 sqft","30,000","The Palm Tower, Palm Jumeirah, Dubai",Apartment,25.1137853,55.1399566
2790,Captivating Villa at Damac Hills 2,3,3,"1,505 sqft","12,000","Basswood, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Villa,24.9803384,55.3805512
2791,Brand New | Fully Furnished | Hera Tower,2,3,"1,212 sqft","11,999","Hera Tower, Dubai Sports City, Dubai",Apartment,25.0403885,55.2225976
2792,Newly Furnished | Pool View | Stylish,Studio,1,452 sqft,"4,500","Laya Mansion, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0559406,55.2011756
2793,Bright and Homey Studio Apt. at the Banyan Tree,Studio,1,318 sqft,"15,000","Banyan Tree Residences, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0778793,55.1563532
2794,Furnished Studio |  All Bills Included | Ready to move in,Studio,1,567 sqft,"6,499","Al Multaqa Avenue, Mirdif Hills, Mirdif, Dubai",Apartment,25.2224975,55.44126019999999
2795,New Building | Lush Furniture | Great Location,Studio,1,452 sqft,"5,999","Joya Verde Residences, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0660797,55.21226859999999
2796,Fully Renovated unit with  Burj Khalifa View | Utilities Included,2,3,"1,500 sqft","13,500","DAMAC Maison Dubai Mall Street, Downtown Dubai, Dubai",Apartment,25.195023,55.2835529
2797,FREE TICKETS SUMMER SALE: Classy & Spacious 2BR in Dubai Hills Estate with Burj Khalifa View,2,1,742 sqft,"9,000","Collective 2.0, Dubai Hills Estate, Dubai",Apartment,25.114898,55.24761489999999
2798,Fully Furnished | Family Oriented | Best Amenities,1,1,671 sqft,"7,499","Binghatti Avenue, Al Jaddaf, Dubai",Apartment,25.2122955,55.3164952
2799,Luxury | All Bills | Free Cleaning | Near Dubai Mall,2,3,"1,220 sqft","14,999","Downtown Views, Za'abeel 2, Za'abeel, Dubai",Apartment,25.2024286,55.2809328
2800,Children\'s Pool | Health Club | Fully Furnished,1,1,671 sqft,"6,599","Binghatti Avenue, Al Jaddaf, Dubai",Apartment,25.2122955,55.3164952
2801,Luxurious Furnished 2BR | Creek View | Ready To Move In,2,3,"1,323 sqft","9,999","Binghatti Avenue, Al Jaddaf, Dubai",Apartment,25.2122955,55.3164952
2802,LUXURIOUS STUDIO IN JVC|LARGE LAYOUT|ALL BILLS INCLUSIVE,Studio,1,443 sqft,"4,799","DAMAC Ghalia, JVC District 18, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0531125,55.1989628
2803,Mid Floor | Fully Furnished | Best Amenities,1,1,754 sqft,"5,999","Bloom Tower B, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0671171,55.2034265
2804,Fully Furnished | Gymnasium | Bloom Heights,1,2,720 sqft,"6,999","Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0562234,55.2039177
2805,Specious Furnished | Modern Furnished | Nshama Town Square,1,1,674 sqft,"5,999","Safi 1, Safi Apartments, Town Square, Dubai",Apartment,25.0042677,55.292495
2806,Modern Furnished | Balcony | Swimming Pool,1,1,580 sqft,"4,999","Hayat Boulevard, Town Square, Dubai",Apartment,25.004806,55.29637469999999
2807,Five View | Modern Amenities | Communal Terraced Sunroof,1,1,749 sqft,"5,999","Knightsbridge Court, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0485266,55.2076208
2808,Mid Floor | Fully Furnished | Best Amenities,1,1,754 sqft,"5,999","Bloom Tower B, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0671171,55.2034265
2809,Fully Furnished | Gymnasium | Bloom Heights,1,2,720 sqft,"6,999","Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0562234,55.2039177
2810,Specious Furnished | Modern Furnished | Nshama Town Square,1,1,674 sqft,"5,999","Safi 1, Safi Apartments, Town Square, Dubai",Apartment,25.0042677,55.292495
2811,Modern Furnished | Balcony | Swimming Pool,1,1,580 sqft,"4,999","Hayat Boulevard, Town Square, Dubai",Apartment,25.004806,55.29637469999999
2812,Five View | Modern Amenities | Communal Terraced Sunroof,1,1,749 sqft,"5,999","Knightsbridge Court, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0485266,55.2076208
2813,Fully Furnished Villa I Free Utility Bills,3,3,"1,208 sqft","11,000","Mimosa, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Villa,24.9872139,55.3736168
2814,Summer Deals: Alluring 1BR in JVC,1,1,761 sqft,"9,000","Harrington House, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0511574,55.20113079999999
2815,Beachfront 5BR Villa w/ Private Pool at the Palm,5,6,"7,072 sqft","95,000","Garden Homes Frond E, Garden Homes Palm Jumeirah, Palm Jumeirah, Dubai",Villa,25.1282719,55.133531
2816,"FREE TICKETS SUMMER SALE: Huge 3BR, Bills Included- Close to the Beach | NO COMMISSION",3,3,"1,798 sqft","16,000","Sadaf 5, Sadaf, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0809636,55.1375403
2817,FREE TICKETS SUMMER SALE: Stunning 2BR Apt Creek Harbour Views,2,2,"1,181 sqft","11,500","Harbour Views 1, Harbour Views, Dubai Creek Harbour, Dubai",Apartment,25.2053316,55.3447823
2818,Newly Furnished | Modern Amenities | Family-Oriented,Studio,1,375 sqft,"4,995","Farhad Azizi Residence, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",Apartment,25.2090203,55.315404
2819,Modern Studio | Best Amenities | Arjan,Studio,1,464 sqft,"3,499","Divine Residences, Arjan, Dubai",Apartment,25.0656864,55.2484337
2820,Stunning 1BDR new Tower | Fully Furnished | All bills included,1,1,753 sqft,"14,500","Beach Vista 1, Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",Apartment,25.0981282,55.1397625
2821,High Floor | Newly Furnished | Modern Community |,1,1,492 sqft,"7,999","Creek Vistas Reserve, Sobha Hartland, Dubai",Apartment,25.1769069,55.3107258
2822,Cosy Studio | Dubai Skyline View | Near Metro,Studio,1,488 sqft,"7,000","Saba Tower 2, JLT Cluster Q, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0769998,55.1461198
2823,Newly Furnished 1BDR Apartment / Bloom Tower /JVC,1,1,790 sqft,"7,000","Bloom Tower A, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0666071,55.202942
2824,Amazing Sea View | Spacious Lounge | Great Location,1,2,960 sqft,"8,999","Elite Residence, Dubai Marina, Dubai",Apartment,25.0895735,55.1478445
2825,Two Bedroom with Sea View | Dubai Marina | Utilities Included,2,2,"1,067 sqft","11,000","Marina View Tower A, Marina View Tower, Dubai Marina, Dubai",Apartment,25.0792439,55.1427251
2826,Free cleaning | 2 Bed | Upgraded | All Bills,2,2,"1,378 sqft","8,999","Sulafa Tower, Dubai Marina, Dubai",Apartment,25.08946,55.14892769999999
2827,All Bills included |Quiet area | Fully Furnished,1,2,822 sqft,"9,000","J8, Al Sufouh 1, Al Sufouh, Dubai",Apartment,25.1086271,55.1780313
2828,Summer in Dubai is calling! | Exclusive Studio Apartment | Fully Furnished With All Bills Paid,Studio,1,450 sqft,"3,499","Crystal Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0668071,55.2149738
2829,"FREE TICKETS SUMMER SALE: Fascinating 1BR, Direct Access to Mall , Sea View",1,1,"1,023 sqft","16,000","The Palm Tower, Palm Jumeirah, Dubai",Apartment,25.1137853,55.1399566
2830,Beautiful 1BHK in Sports city @5999 | Free DEWA & WIFI,1,2,734 sqft,"5,999","Red Residence, Dubai Sports City, Dubai",Apartment,25.0404232,55.222963
2831,Lovely Studio | Spacious Layout | Incredible Location |,Studio,1,788 sqft,"6,999","The Lofts East, The Lofts, Downtown Dubai, Dubai",Apartment,25.1975674,55.269968
2832,Spacious Layout | Iconic Views | Modern Furniture,3,4,"1,905 sqft","15,999","Rimal 6, Rimal, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0756186,55.1325106
2833,Iconic Palm View | Modern Furniture | High-Floor,2,2,"1,330 sqft","9,999","Elite Residence, Dubai Marina, Dubai",Apartment,25.0895735,55.1478445
2834,Upgraded Interior | 1 Bedroom | All Bills Included,1,1,645 sqft,"12,500","Park Heights 1, Park Heights, Dubai Hills Estate, Dubai",Apartment,25.1129375,55.24636779999999
2835,FREE TICKETS SUMMER SALE: Impressively Bright Studio in Dubai Marina,Studio,1,418 sqft,"6,000","Marina View Tower A, Marina View Tower, Dubai Marina, Dubai",Apartment,25.0792439,55.1427251
2836,Skyline View | Studio | Balcony,Studio,1,400 sqft,"5,500","Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0562234,55.2039177
2837,Lovely Marina View | Great Location | Huge Layout,2,2,"1,558 sqft","11,499","Yacht Bay, Dubai Marina, Dubai",Apartment,25.0713434,55.1369534
2838,Summer Deals: 2BR with Full Canal View | NO COMMISSION,2,2,"1,368 sqft","12,000","Noora, Al Habtoor City, Business Bay, Dubai",Apartment,25.1841785,55.254316
2839,Contemporary 1 BR | Great Location | Cosy,1,1,709 sqft,"8,000","Lakeside Residence, JLT Cluster A, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.066539,55.1379311
2840,Unrivalled 1 bedroom with Canal View | Bills Included,1,2,896 sqft,"15,000","J One, Business Bay, Dubai",Apartment,25.1861077,55.2833631
2841,Great Location | Well Furnished | Modern Furniture,1,1,960 sqft,"10,999","Elite Residence, Dubai Marina, Dubai",Apartment,25.0895735,55.1478445
2842,Stylish 1 Bed | Burj Al Arab View| Walk to Beach,1,1,774 sqft,"17,450","Lamtara Building 1, Lamtara, Madinat Jumeirah Living, Umm Suqeim, Dubai",Apartment,25.1330986,55.183466
2843,STUNNING ONE BEDROOM APARTMENT  WITH BALCONY AVAILABLE IN BUSINESS BAY,1,2,933 sqft,"6,999","Elite Business Bay Residence, Business Bay, Dubai",Apartment,25.1799797,55.2659768
2844,Gorgeous 2BR apt with Dubai Marina View,2,3,"1,060 sqft","11,000","Silverene Tower A, Silverene, Dubai Marina, Dubai",Apartment,25.075271,55.1378421
2845,Newly Furnished | Community View | Sports Court,1,2,712 sqft,"5,498","Afnan 2, Afnan District, Midtown, Dubai Production City (IMPZ), Dubai",Apartment,25.0279872,55.1810281
2846,Modern Furnished | Best Amenities | Family-Oriented,1,2,888 sqft,"8,999","1 Residences, Wasl 1, Al Kifaf, Bur Dubai, Dubai",Apartment,25.2327163,55.2954647
2847,Star Studio at Azizi Star,Studio,1,394 sqft,"4,800","Azizi Star, Al Furjan, Dubai",Apartment,25.024767,55.1392004
2848,Furnished Apartment-1BHK-Free wifi & Dewa,1,1,623 sqft,"6,000","Afnan 4, Afnan District, Midtown, Dubai Production City (IMPZ), Dubai",Apartment,25.0285128,55.1800715
2849,Charming Brand New Studio Apartment | Bills Included,Studio,1,530 sqft,"6,500","151 Residence, Jumeirah Garden City, Al Satwa, Dubai",Apartment,25.222671,55.275561
2850,Cozy Studio | Fitness Club | Arjan,Studio,1,516 sqft,"4,499","Vincitore Boulevard, Arjan, Dubai",Apartment,25.0594308,55.2422468
2851,Canal View | Bills Included | Fully Furnished 1-bedroom,1,2,855 sqft,"10,500","Spanish Andalusian, Canal Residence West, Dubai Sports City, Dubai",Apartment,25.0391345,55.2176352
2852,Exemplary Studio Apartment - Artesia Damac Hills,Studio,1,463 sqft,"6,000","Artesia B, Artesia, DAMAC Hills, Dubai",Apartment,25.0190776,55.2456673
2853,Spacious 1BDR / The Greens / Close to Dubai Marina,1,1,758 sqft,"8,000","Al Thayyal 2, Al Thayyal, The Greens, Dubai",Apartment,25.0917094,55.1729385
2854,Balcony | Great location | Pool & Gym,1,1,487 sqft,"8,580","Zada Tower, Business Bay, Dubai",Apartment,25.1844747,55.2617373
2855,Brand New 1BR | Markdown offer for 3-months stay!,1,1,466 sqft,"9,799","Zada Tower, Business Bay, Dubai",Apartment,25.1844747,55.2617373
2856,Warm Welcoming Apt. wz Direct access to Dubai Mall,2,3,"1,190 sqft","17,500","Downtown Views, Za'abeel 2, Za'abeel, Dubai",Apartment,25.2024286,55.2809328
2857,Stunning Studio in Laguna Movenpick | Utilities Included,Studio,1,614 sqft,"6,500","Laguna Tower, JLT Cluster A, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0658351,55.13818699999999
2858,IMPZ | Newly Furnished Studio | All Bills Included,Studio,1,374 sqft,"6,500","Lakeside Tower B, Lakeside, Dubai Production City (IMPZ), Dubai",Apartment,25.0358559,55.2011248
2859,Address Downtown I Spacious I Newly furnished,1,2,798 sqft,"10,000","The Address Residences Dubai Opera, Downtown Dubai, Dubai",Apartment,25.195617,55.271879
2860,FREE TICKETS SUMMER SALE:  Timelessly Splendid 3BR in Akoya,3,3,"1,208 sqft","8,500","Aster, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Villa,24.9881505,55.3983346
2861,Fountain View | Classy | Amazing Amenities,1,1,841 sqft,"14,000","Standpoint Tower 1, Standpoint Towers, Downtown Dubai, Dubai",Apartment,25.1937032,55.2725735
2862,Lovely Sea View | Spacious Layout | Great Location,1,1,865 sqft,"11,499","Sparkle Tower 1, Sparkle Towers, Dubai Marina, Dubai",Apartment,25.0714847,55.1321149
2863,Tourist Destination | Homey | Newly Furnished,1,2,931 sqft,"12,000","BLVD Heights Tower 2, BLVD Heights, Downtown Dubai, Dubai",Apartment,25.1925587,55.26953959999999
2864,Palm View | Modern Apartment | Spacious Layout,1,1,959 sqft,"7,499","Elite Residence, Dubai Marina, Dubai",Apartment,25.0895735,55.1478445
2865,Lovely Marina View | Great Location | High Floor,2,3,"1,312 sqft","17,499","Marina Gate 2, Marina Gate, Dubai Marina, Dubai",Apartment,25.0867931,55.1475512
2866,Full Marina View | Huge Layout | Ideal Location,2,2,"1,325 sqft","11,499","Orra Marina, Dubai Marina, Dubai",Apartment,25.0705828,55.1331431
2867,Brand New | Furnished Apartment | All Bills Included,2,3,"1,382 sqft","22,000","Downtown Views, Za'abeel 2, Za'abeel, Dubai",Apartment,25.2024286,55.2809328
2868,FURNISHED 1 BR |  MIDDLE FLOOR | STUNNING SEA VIEW,1,2,761 sqft,"5,999","Marina Pinnacle, Dubai Marina, Dubai",Apartment,25.0886968,55.1481894
2869,NO COMMISSION ! One Bedroom in Sunrise Bay Emmar Beachfront ! Bills included!,1,1,714 sqft,"10,000","Sunrise Bay Tower 2, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai",Apartment,25.0975842,55.1399019
2870,FREE TICKETS SUMMER SALE:  Spectacular 2BR in Dubai Marina,2,2,"1,480 sqft","11,500","Bonaire Tower, Park Island, Dubai Marina, Dubai",Apartment,25.0820935,55.1423689
2871,Scenic View | 2BHK Cali - Malibu Style | No Commission,2,3,"1,358 sqft","15,999","Noora, Al Habtoor City, Business Bay, Dubai",Apartment,25.1841785,55.254316
2872,FREE TICKETS SUMMER SALE: Perfectly Designed Studio in Business Bay,Studio,1,516 sqft,"6,500","Marquise Square, Business Bay, Dubai",Apartment,25.1850643,55.27587699999999
2873,Exclusive Penthouse with Stunning Views,5,6,"5,068 sqft","95,000","Le Pont Tower 3, Le Pont, Port De La Mer, La Mer, Jumeirah, Dubai",Penthouse,25.2396355,55.25280129999999
2874,Large 1 Bed with Sofa Bed Full Apartment Rental,1,2,978 sqft,"8,000","Dorra Bay, Dubai Marina, Dubai",Apartment,25.0714773,55.1287892
2875,Luxury 2BDR apartment in Creek Harbour with Burj Khalifa View,2,2,"1,312 sqft","16,000","The Grand, Dubai Creek Harbour, Dubai",Apartment,25.209088,55.3434709
2876,All BILLS  Included || Stunning Studio Apartment with Breathtaking Burj Khalifa View | Business Bay,Studio,1,407 sqft,"5,599","Bayz by Danube, Business Bay, Dubai",Apartment,25.1808454,55.2792744
2877,Modest Four Bedroom Villa in Jumeirah Islands || Fully Furnished || Available on short term/monthly || Bills Included,4,4,"11,053 sqft","50,000","Cluster 43, Jumeirah Islands, Dubai",Villa,25.058447,55.15267610000001
2878,Studio in The Address Dubai Mall,Studio,1,646 sqft,"15,000","The Address Dubai Mall, Downtown Dubai, Dubai",Apartment,25.1998429,55.277452
2879,Community View | Weekly Cleaning | Bills Included,2,2,"1,115 sqft","12,000","Creek Gate Tower 1, Creek Gate, Dubai Creek Harbour, Dubai",Apartment,25.2064112,55.3471756
2880,FREE TICKETS SUMMER SALE: Magnificent & Luxury 2BR in Downtown,2,2,"1,045 sqft","15,000","Burj Royale, Downtown Dubai, Dubai",Apartment,25.1916802,55.2801754
2881,Stylish canal view Studio in Business Bay including all bills | No Commission |,Studio,1,446 sqft,"7,900","MAG 318, Business Bay, Dubai",Apartment,25.1905143,55.2830458
2882,FREE TICKETS SUMMER SALE: Elegant 1BR in Business Bay,1,1,982 sqft,"10,000","DAMAC Maison Prive, Business Bay, Dubai",Apartment,25.1843104,55.2755156
2883,"Wi-Fi, DEWA, Cleaning included  | Studio | Furnished",Studio,1,412 sqft,"7,500","Sparkle Tower 2, Sparkle Towers, Dubai Marina, Dubai",Apartment,25.0714847,55.1321149
2884,Circle View | Bright | Cosy Unit,1,2,747 sqft,"8,000","RMT Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0617417,55.2123317
2885,Duplex Type | Fully Furnished | Family-Oriented,3,4,"1,794 sqft","13,999","Binghatti Avenue, Al Jaddaf, Dubai",Apartment,25.2122955,55.3164952
